DMS_ID	MSA_path	perc_cov50	Neff/L
PRGK_SALTY	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PRGK_SALTY/PRGK_SALTY_b09/align/PRGK_SALTY_b09.a2m	0.9636	9.715
PRGK_SALTY	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PRGK_SALTY/PRGK_SALTY_b08/align/PRGK_SALTY_b08.a2m	0.9636	13.809
PRGK_SALTY	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PRGK_SALTY/PRGK_SALTY_b07/align/PRGK_SALTY_b07.a2m	0.9455	16.587
PRGK_SALTY	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PRGK_SALTY/PRGK_SALTY_b06/align/PRGK_SALTY_b06.a2m	0.9273	17.11
PRGK_SALTY	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PRGK_SALTY/PRGK_SALTY_b05/align/PRGK_SALTY_b05.a2m	0.9273	18.331
PKN1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PKN1_MOUSE/PKN1_MOUSE_b08/align/PKN1_MOUSE_b08.a2m	0.9577	1.359
PKN1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PKN1_MOUSE/PKN1_MOUSE_b09/align/PKN1_MOUSE_b09.a2m	0.9577	1.217
PR40A_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PR40A_HUMAN/PR40A_HUMAN_b09/align/PR40A_HUMAN_b09.a2m	0.9683	3.884
PR40A_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PR40A_HUMAN/PR40A_HUMAN_b08/align/PR40A_HUMAN_b08.a2m	0.9683	4.809
POLG_PESV	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/POLG_PESV/POLG_PESV_b09/align/POLG_PESV_b09.a2m	0.9623	0.517
POLG_PESV	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/POLG_PESV/POLG_PESV_b06/align/POLG_PESV_b06.a2m	0.9623	0.647
POLG_PESV	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/POLG_PESV/POLG_PESV_b08/align/POLG_PESV_b08.a2m	0.9623	0.574
POLG_PESV	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/POLG_PESV/POLG_PESV_b05/align/POLG_PESV_b05.a2m	0.9623	0.976
POLG_PESV	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/POLG_PESV/POLG_PESV_b07/align/POLG_PESV_b07.a2m	0.9623	0.593
POLG_PESV	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/POLG_PESV/POLG_PESV_b04/align/POLG_PESV_b04.a2m	0.7358	1.058
PPM1D_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PPM1D_HUMAN/PPM1D_HUMAN_b08/align/PPM1D_HUMAN_b08.a2m	0.9983	0.118
PPM1D_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PPM1D_HUMAN/PPM1D_HUMAN_b09/align/PPM1D_HUMAN_b09.a2m	0.9983	0.118
PPM1D_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PPM1D_HUMAN/PPM1D_HUMAN_b07/align/PPM1D_HUMAN_b07.a2m	0.9471	0.355
PPM1D_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PPM1D_HUMAN/PPM1D_HUMAN_b03/align/PPM1D_HUMAN_b03.a2m	0.9504	0.365
PPM1D_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PPM1D_HUMAN/PPM1D_HUMAN_b04/align/PPM1D_HUMAN_b04.a2m	0.9339	0.388
RD23A_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RD23A_MOUSE/RD23A_MOUSE_b09/align/RD23A_MOUSE_b09.a2m	0.9318	7.74
POLG_PESV	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/POLG_PESV/POLG_PESV_b02/align/POLG_PESV_b02.a2m	0.8491	40.028
PPM1D_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PPM1D_HUMAN/PPM1D_HUMAN_b01/align/PPM1D_HUMAN_b01.a2m	0.9091	0.576
PPM1D_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PPM1D_HUMAN/PPM1D_HUMAN_b02/align/PPM1D_HUMAN_b02.a2m	0.8562	0.648
PPARG_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PPARG_HUMAN/PPARG_HUMAN_b08/align/PPARG_HUMAN_b08.a2m	0.8139	0.075
PPARG_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PPARG_HUMAN/PPARG_HUMAN_b09/align/PPARG_HUMAN_b09.a2m	0.8139	0.075
PKN1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PKN1_MOUSE/PKN1_MOUSE_b07/align/PKN1_MOUSE_b07.a2m	0.8732	2.03
PKN1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PKN1_MOUSE/PKN1_MOUSE_b06/align/PKN1_MOUSE_b06.a2m	0.8873	2.645
PR40A_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PR40A_HUMAN/PR40A_HUMAN_b07/align/PR40A_HUMAN_b07.a2m	0.9365	7.067
PSAE_SYNP2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PSAE_SYNP2/PSAE_SYNP2_b05/align/PSAE_SYNP2_b05.a2m	0.8676	1.218
PSAE_SYNP2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PSAE_SYNP2/PSAE_SYNP2_b03/align/PSAE_SYNP2_b03.a2m	0.8676	1.328
PSAE_SYNP2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PSAE_SYNP2/PSAE_SYNP2_b06/align/PSAE_SYNP2_b06.a2m	0.8676	1.24
PSAE_SYNP2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PSAE_SYNP2/PSAE_SYNP2_b04/align/PSAE_SYNP2_b04.a2m	0.8676	1.206
PSAE_SYNP2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PSAE_SYNP2/PSAE_SYNP2_b07/align/PSAE_SYNP2_b07.a2m	0.8676	1.228
PSAE_SYNP2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PSAE_SYNP2/PSAE_SYNP2_b08/align/PSAE_SYNP2_b08.a2m	0.8676	1.216
PSAE_SYNP2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PSAE_SYNP2/PSAE_SYNP2_b09/align/PSAE_SYNP2_b09.a2m	0.8676	1.141
PRKN_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PRKN_HUMAN/PRKN_HUMAN_b07/align/PRKN_HUMAN_b07.a2m	0.9871	0.412
PRKN_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PRKN_HUMAN/PRKN_HUMAN_b09/align/PRKN_HUMAN_b09.a2m	0.9892	0.402
PSAE_SYNP2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PSAE_SYNP2/PSAE_SYNP2_b01/align/PSAE_SYNP2_b01.a2m	0.8971	11.123
PRKN_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PRKN_HUMAN/PRKN_HUMAN_b05/align/PRKN_HUMAN_b05.a2m	0.9871	0.418
PRKN_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PRKN_HUMAN/PRKN_HUMAN_b08/align/PRKN_HUMAN_b08.a2m	0.9871	0.411
PRKN_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PRKN_HUMAN/PRKN_HUMAN_b06/align/PRKN_HUMAN_b06.a2m	0.9871	0.418
PRKN_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PRKN_HUMAN/PRKN_HUMAN_b04/align/PRKN_HUMAN_b04.a2m	0.9871	0.438
PRKN_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PRKN_HUMAN/PRKN_HUMAN_b01/align/PRKN_HUMAN_b01.a2m	0.9118	2.18
LAMB_ECOBW	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/LAMB_ECOBW/LAMB_ECOBW_b03/align/LAMB_ECOBW_b03.a2m	0.8969	2.54
RCRO_LAMBD	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RCRO_LAMBD/RCRO_LAMBD_b07/align/RCRO_LAMBD_b07.a2m	0.8889	4.126
RCD1_ARATH	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RCD1_ARATH/RCD1_ARATH_b09/align/RCD1_ARATH_b09.a2m	1.0	3.003
RCRO_LAMBD	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RCRO_LAMBD/RCRO_LAMBD_b06/align/RCRO_LAMBD_b06.a2m	0.8889	4.642
RD23A_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RD23A_MOUSE/RD23A_MOUSE_b08/align/RD23A_MOUSE_b08.a2m	0.8864	20.473
RBP1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RBP1_MOUSE/RBP1_MOUSE_b06/align/RBP1_MOUSE_b06.a2m	1.0	2.42
RBP1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RBP1_MOUSE/RBP1_MOUSE_b05/align/RBP1_MOUSE_b05.a2m	1.0	2.387
RCRO_LAMBD	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RCRO_LAMBD/RCRO_LAMBD_b08/align/RCRO_LAMBD_b08.a2m	0.8889	4.014
RCRO_LAMBD	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RCRO_LAMBD/RCRO_LAMBD_b09/align/RCRO_LAMBD_b09.a2m	0.8889	3.706
RBP1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RBP1_MOUSE/RBP1_MOUSE_b07/align/RBP1_MOUSE_b07.a2m	1.0	2.263
RCD1_ARATH	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RCD1_ARATH/RCD1_ARATH_b08/align/RCD1_ARATH_b08.a2m	0.9825	5.298
RBP1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RBP1_MOUSE/RBP1_MOUSE_b08/align/RBP1_MOUSE_b08.a2m	1.0	2.033
RBP1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RBP1_MOUSE/RBP1_MOUSE_b09/align/RBP1_MOUSE_b09.a2m	1.0	1.7
RCD1_ARATH	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RCD1_ARATH/RCD1_ARATH_b07/align/RCD1_ARATH_b07.a2m	0.9825	6.543
RCD1_ARATH	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RCD1_ARATH/RCD1_ARATH_b06/align/RCD1_ARATH_b06.a2m	0.9649	8.606
RCD1_ARATH	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RCD1_ARATH/RCD1_ARATH_b05/align/RCD1_ARATH_b05.a2m	0.9825	9.599
RCD1_ARATH	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RCD1_ARATH/RCD1_ARATH_b04/align/RCD1_ARATH_b04.a2m	0.9649	9.976
PRKN_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PRKN_HUMAN/PRKN_HUMAN_b02/align/PRKN_HUMAN_b02.a2m	0.914	2.789
RCD1_ARATH	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RCD1_ARATH/RCD1_ARATH_b02/align/RCD1_ARATH_b02.a2m	0.8421	26.41
NUSG_MYCTU	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NUSG_MYCTU/NUSG_MYCTU_b06/align/NUSG_MYCTU_b06.a2m	0.9636	99.601
RBP1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RBP1_MOUSE/RBP1_MOUSE_b03/align/RBP1_MOUSE_b03.a2m	0.8077	29.34
RCD1_ARATH	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RCD1_ARATH/RCD1_ARATH_b03/align/RCD1_ARATH_b03.a2m	0.8772	17.795
POLG_PESV	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/POLG_PESV/POLG_PESV_b03/align/POLG_PESV_b03.a2m	0.8491	56.549
RCD1_ARATH	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RCD1_ARATH/RCD1_ARATH_b01/align/RCD1_ARATH_b01.a2m	0.7719	47.285
RCRO_LAMBD	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RCRO_LAMBD/RCRO_LAMBD_b05/align/RCRO_LAMBD_b05.a2m	0.8413	44.56
RAD_ANTMA	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RAD_ANTMA/RAD_ANTMA_b09/align/RAD_ANTMA_b09.a2m	0.9815	19.413
RAD_ANTMA	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RAD_ANTMA/RAD_ANTMA_b08/align/RAD_ANTMA_b08.a2m	0.9444	21.316
PRGK_SALTY	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PRGK_SALTY/PRGK_SALTY_b04/align/PRGK_SALTY_b04.a2m	0.9091	116.478
RAD_ANTMA	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RAD_ANTMA/RAD_ANTMA_b07/align/RAD_ANTMA_b07.a2m	0.9444	24.642
PSAE_SYNP2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PSAE_SYNP2/PSAE_SYNP2_b02/align/PSAE_SYNP2_b02.a2m	0.7647	28.272
LAMB_ECOBW	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/LAMB_ECOBW/LAMB_ECOBW_b02/align/LAMB_ECOBW_b02.a2m	0.8969	2.767
OTU7A_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/OTU7A_HUMAN/OTU7A_HUMAN_b04/align/OTU7A_HUMAN_b04.a2m	0.881	97.069
PAI1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PAI1_HUMAN/PAI1_HUMAN_b09/align/PAI1_HUMAN_b09.a2m	0.9229	3.486
POLG_PESV	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/POLG_PESV/POLG_PESV_b01/align/POLG_PESV_b01.a2m	0.7925	89.612
HXK4_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HXK4_HUMAN/HXK4_HUMAN_b08/align/HXK4_HUMAN_b08.a2m	0.9591	3.375
LAMB_ECOBW	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/LAMB_ECOBW/LAMB_ECOBW_b01/align/LAMB_ECOBW_b01.a2m	0.9081	2.819
PR40A_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PR40A_HUMAN/PR40A_HUMAN_b06/align/PR40A_HUMAN_b06.a2m	0.8889	15.053
CBX4_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/CBX4_HUMAN/CBX4_HUMAN_b03/align/CBX4_HUMAN_b03.a2m	0.92	246.403
OXDA_RHOTO	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/OXDA_RHOTO/OXDA_RHOTO_b06/align/OXDA_RHOTO_b06.a2m	0.8681	8.104
RAF1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RAF1_HUMAN/RAF1_HUMAN_b09/align/RAF1_HUMAN_b09.a2m	0.9738	0.253
RAF1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RAF1_HUMAN/RAF1_HUMAN_b08/align/RAF1_HUMAN_b08.a2m	0.9722	0.267
RAF1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RAF1_HUMAN/RAF1_HUMAN_b07/align/RAF1_HUMAN_b07.a2m	0.9722	0.28
RAF1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RAF1_HUMAN/RAF1_HUMAN_b06/align/RAF1_HUMAN_b06.a2m	0.9722	0.291
HXK4_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HXK4_HUMAN/HXK4_HUMAN_b07/align/HXK4_HUMAN_b07.a2m	0.9613	3.722
FECA_ECOLI	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/FECA_ECOLI/FECA_ECOLI_b07/align/FECA_ECOLI_b07.a2m	0.9583	127.681
PPARG_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PPARG_HUMAN/PPARG_HUMAN_b06/align/PPARG_HUMAN_b06.a2m	0.7802	0.644
RCRO_LAMBD	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RCRO_LAMBD/RCRO_LAMBD_b04/align/RCRO_LAMBD_b04.a2m	0.7778	174.547
PKN1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PKN1_MOUSE/PKN1_MOUSE_b05/align/PKN1_MOUSE_b05.a2m	0.8873	3.263
RFAH_ECOL6	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RFAH_ECOL6/RFAH_ECOL6_b09/align/RFAH_ECOL6_b09.a2m	0.9273	14.708
PR40A_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PR40A_HUMAN/PR40A_HUMAN_b05/align/PR40A_HUMAN_b05.a2m	0.8571	23.447
OXDA_RHOTO	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/OXDA_RHOTO/OXDA_RHOTO_b05/align/OXDA_RHOTO_b05.a2m	0.8626	8.571
OXDA_RHOTO	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/OXDA_RHOTO/OXDA_RHOTO_b04/align/OXDA_RHOTO_b04.a2m	0.8626	8.748
NUSG_MYCTU	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NUSG_MYCTU/NUSG_MYCTU_b05/align/NUSG_MYCTU_b05.a2m	0.9636	136.94
REP68_AAV2S	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/REP68_AAV2S/REP68_AAV2S_b09/align/REP68_AAV2S_b09.a2m	0.9869	0.052
REP68_AAV2S	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/REP68_AAV2S/REP68_AAV2S_b08/align/REP68_AAV2S_b08.a2m	0.9907	0.058
REP68_AAV2S	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/REP68_AAV2S/REP68_AAV2S_b07/align/REP68_AAV2S_b07.a2m	0.9067	0.118
REP68_AAV2S	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/REP68_AAV2S/REP68_AAV2S_b06/align/REP68_AAV2S_b06.a2m	0.916	0.151
RFAH_ECOL6	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RFAH_ECOL6/RFAH_ECOL6_b08/align/RFAH_ECOL6_b08.a2m	0.9273	21.137
REP68_AAV2S	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/REP68_AAV2S/REP68_AAV2S_b05/align/REP68_AAV2S_b05.a2m	0.8899	0.257
REP68_AAV2S	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/REP68_AAV2S/REP68_AAV2S_b04/align/REP68_AAV2S_b04.a2m	0.8862	0.267
REP68_AAV2S	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/REP68_AAV2S/REP68_AAV2S_b03/align/REP68_AAV2S_b03.a2m	0.8713	0.262
REP68_AAV2S	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/REP68_AAV2S/REP68_AAV2S_b02/align/REP68_AAV2S_b02.a2m	0.8657	0.297
REP68_AAV2S	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/REP68_AAV2S/REP68_AAV2S_b01/align/REP68_AAV2S_b01.a2m	0.8078	0.933
HXK4_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HXK4_HUMAN/HXK4_HUMAN_b06/align/HXK4_HUMAN_b06.a2m	0.9613	4.149
PKN1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PKN1_MOUSE/PKN1_MOUSE_b04/align/PKN1_MOUSE_b04.a2m	0.8873	5.495
FECA_ECOLI	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/FECA_ECOLI/FECA_ECOLI_b06/align/FECA_ECOLI_b06.a2m	0.9583	138.249
RASK_HUMAN_Ursu_2020	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RASK_HUMAN_Ursu_2020/RASK_HUMAN_Ursu_2020_b09/align/RASK_HUMAN_Ursu_2020_b09.a2m	0.9255	9.108
RFAH_ECOL6	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RFAH_ECOL6/RFAH_ECOL6_b07/align/RFAH_ECOL6_b07.a2m	0.8909	52.939
RAF1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RAF1_HUMAN/RAF1_HUMAN_b05/align/RAF1_HUMAN_b05.a2m	0.8318	0.522
HXK4_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HXK4_HUMAN/HXK4_HUMAN_b05/align/HXK4_HUMAN_b05.a2m	0.9613	4.625
RAF1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RAF1_HUMAN/RAF1_HUMAN_b04/align/RAF1_HUMAN_b04.a2m	0.892	0.584
FECA_ECOLI	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/FECA_ECOLI/FECA_ECOLI_b05/align/FECA_ECOLI_b05.a2m	0.9583	144.628
PRGK_SALTY	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PRGK_SALTY/PRGK_SALTY_b01/align/PRGK_SALTY_b01.a2m	0.7455	110.008
DYR_ECOLI	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/DYR_ECOLI/DYR_ECOLI_b09/align/DYR_ECOLI_b09.a2m	0.9874	83.54
